Student_ID,Age,Gender,Attendance,Study_Hours,Internal_Marks,Aptitude_Score,Coding_Score,Communication_Score,Project_Count,Mock_Interview_Score,CGPA,Internship,Placement_Ready,Semester,Python_Skill,SQL_Skill,ML_Basics,Certifications,Hackathons,LeetCode_Problems,GitHub_Projects,Soft_Skills,Expected_Package_LPA,CGPA_Capped
442,19,Male,85,5.1,100,47,54,64.0,3,52,8.28,No,No,4,99,52,26,1,5,60,0,52,6.66,8.28
443,23,Male,80,3.3,41,99,81,51.0,2,28,6.86,No,No,3,65,87,38,4,3,345,11,53,5.59,6.86
444,24,Male,83,2.2,46,62,82,85.0,0,39,6.92,Yes,No,4,76,53,55,5,3,140,5,54,4.7,6.92
445,19,Female,90,2.8,43,49,28,30.0,6,59,8.45,Yes,No,3,61,96,37,6,1,209,7,42,7.18,8.45
446,24,Female,90,1.4,75,62,55,54.0,2,51,9.87,No,Yes,3,51,38,41,4,0,345,1,57,8.32,9.87
447,24,Female,59,4.6,40,56,28,76.0,0,87,6.67,Yes,No,4,65,74,88,6,5,51,7,65,6.72,6.67
448,21,Female,94,1.2,76,48,49,71.0,3,67,7.73,No,No,4,80,92,65,2,2,34,10,60,6.4,7.73
449,20,Female,68,6.2,53,36,36,99.0,2,46,6.28,Yes,No,3,49,82,64,1,3,11,0,65,4.42,6.28
450,21,Male,75,7.7,93,56,22,52.0,2,28,8.82,Yes,No,4,67,95,48,3,3,91,4,44,8.5,8.82
451,20,Male,77,4.7,40,48,68,37.0,1,98,8.21,No,No,4,72,49,35,6,5,232,6,82,7.21,8.21
452,24,Female,87,2.6,78,99,93,35.0,4,24,7.82,No,Yes,4,58,40,96,0,2,77,8,69,6.22,7.82
453,23,Female,67,6.2,75,81,26,46.0,6,82,5.99,Yes,No,3,93,49,33,4,2,133,1,51,4.99,5.99
454,23,Female,71,4.6,62,88,46,98.0,0,74,6.36,No,No,3,44,48,91,3,3,123,1,91,5.67,6.36
455,18,Male,64,6.7,51,42,62,34.0,2,48,9.17,Yes,No,4,51,84,23,6,5,315,7,97,7.84,9.17
456,18,Male,89,5.4,96,55,91,85.0,3,21,9.09,No,Yes,4,82,61,46,1,1,87,11,77,7.67,9.09
457,19,Female,62,2.8,62,75,59,55.0,0,28,8.54,No,No,4,89,87,45,1,0,323,4,67,7.97,8.54
458,22,Female,72,4.2,72,45,32,74.0,4,73,6.53,Yes,No,4,47,71,30,5,5,232,3,99,5.24,6.53
459,19,Female,93,2.5,80,38,66,83.0,2,56,8.07,No,No,4,82,36,98,1,0,210,5,48,7.96,8.07
460,20,Female,81,2.9,46,43,89,42.0,3,46,5.89,No,No,3,63,38,95,5,5,176,0,82,4.47,5.89
461,21,Male,78,2.2,72,70,81,37.0,1,22,9.87,No,Yes,4,93,64,89,5,0,29,1,69,9.68,9.87
462,24,Male,88,7.9,53,93,67,48.0,4,70,5.92,Yes,No,3,50,67,80,6,0,221,7,49,3.14,5.92
463,24,Female,56,1.8,66,98,91,98.0,0,32,6.83,Yes,No,3,76,65,36,5,0,260,8,59,4.92,6.83
464,24,Male,70,5.1,69,36,47,87.0,1,91,5.96,Yes,No,3,91,99,39,1,4,268,2,66,5.11,5.96
465,24,Male,81,6.8,54,49,34,78.0,1,57,7.84,Yes,No,4,47,98,58,4,5,23,6,66,5.77,7.84
466,19,Female,89,1.8,98,83,62,92.0,1,91,9.66,Yes,Yes,4,80,73,54,5,4,132,3,63,7.99,9.66
467,24,Female,79,3.5,67,72,77,44.0,0,59,9.18,Yes,Yes,3,73,83,90,2,3,114,10,46,8.82,9.18
468,18,Female,78,4.4,54,96,87,92.0,5,21,7.14,Yes,No,3,84,80,51,2,4,188,4,53,6.89,7.14
469,22,Male,75,2.3,47,96,64,36.0,6,31,6.44,No,No,4,81,82,71,0,2,292,10,46,4.13,6.44
470,19,Female,76,1.2,49,49,56,66.0,0,82,5.71,Yes,No,3,99,78,22,4,5,108,9,74,3.65,5.71
471,23,Female,81,3.3,80,39,42,40.0,3,37,7.16,No,No,4,91,50,76,2,5,36,1,93,6.07,7.16
472,24,Male,99,1.8,59,44,47,42.0,3,61,7.86,Yes,No,3,95,70,80,3,0,221,6,52,7.75,7.86
473,21,Female,82,5.8,64,95,81,43.0,4,41,8.9,No,Yes,3,40,79,40,5,2,193,9,91,8.6,8.9
474,21,Female,91,5.1,69,75,94,48.0,3,70,6.94,No,No,3,80,68,64,5,3,294,0,56,6.25,6.94
475,24,Female,79,2.7,53,85,99,38.0,4,43,9.79,No,Yes,4,71,50,49,1,4,52,10,59,9.83,9.79
476,19,Male,99,3.5,50,100,82,72.0,3,39,7.47,No,Yes,4,46,66,39,1,1,273,11,79,5.44,7.47
477,19,Male,92,2.2,99,77,61,76.0,0,57,8.18,No,Yes,3,55,80,22,1,4,129,10,58,6.54,8.18
478,22,Male,71,4.4,57,33,56,65.0,4,39,9.34,Yes,No,3,79,46,89,6,5,83,8,88,9.49,9.34
479,22,Female,74,1.4,99,76,89,59.0,3,77,8.52,No,Yes,3,100,99,54,4,5,178,3,44,9.02,8.52
480,18,Male,74,7.3,46,45,44,77.0,2,65,9.34,Yes,No,3,49,38,72,4,1,350,12,98,8.93,9.34
481,18,Female,88,5.8,45,97,65,93.0,1,33,7.34,No,Yes,3,45,97,23,4,4,45,2,97,5.57,7.34
482,20,Male,99,2.9,49,99,39,84.0,6,22,8.18,No,No,3,45,55,24,0,0,152,4,41,6.46,8.18
483,19,Male,99,5.2,94,40,20,77.0,0,47,9.79,Yes,No,4,62,77,48,2,3,7,12,55,7.99,9.79
484,22,Female,88,6.1,73,75,78,60.0,3,42,6.38,Yes,No,4,68,96,48,6,2,94,3,83,5.7,6.38
485,20,Female,91,7.1,51,69,49,38.0,2,85,6.95,Yes,No,3,90,66,89,0,0,350,12,72,5.14,6.95
486,19,Male,81,4.9,48,77,65,38.0,0,69,9.9,No,Yes,3,61,61,68,2,4,303,11,44,9.88,9.9
487,18,Male,86,1.2,44,84,40,48.0,0,46,6.2,No,No,3,99,75,63,1,1,72,12,85,3.84,6.2
488,19,Male,63,5.9,55,88,67,77.0,5,35,9.56,Yes,No,3,51,79,26,0,2,164,2,77,7.75,9.56
489,22,Female,88,2.8,45,40,48,32.0,0,59,9.79,Yes,No,3,61,48,57,3,4,235,5,78,10.11,9.79
490,21,Male,67,2.0,70,33,76,81.0,4,26,6.74,Yes,No,3,65,62,22,0,1,217,12,71,6.25,6.74
491,18,Female,56,2.3,40,51,58,35.0,2,53,9.23,No,No,4,56,75,41,2,1,296,9,79,8.32,9.23
492,22,Female,71,3.3,98,92,49,50.0,3,85,7.97,No,No,3,99,75,50,4,4,206,2,84,7.96,7.97
493,20,Male,95,5.8,62,91,91,44.0,3,85,8.36,Yes,Yes,4,65,69,83,4,5,291,7,43,6.23,8.36
494,21,Female,58,5.5,41,65,88,86.0,0,30,6.73,Yes,No,3,77,86,25,2,1,324,8,46,5.16,6.73
495,22,Male,59,4.4,70,49,57,70.0,6,84,7.71,Yes,No,3,84,92,58,5,1,350,3,91,7.69,7.71
496,20,Female,66,1.8,70,68,51,35.0,6,22,9.71,No,No,4,90,86,28,5,1,56,4,58,10.05,9.71
497,20,Female,66,5.3,89,63,99,46.0,5,27,7.42,No,No,4,90,35,92,2,3,327,7,54,6.46,7.42
498,20,Male,56,7.2,71,59,49,45.0,5,39,7.77,No,No,4,57,58,23,5,2,52,5,61,7.28,7.77
499,18,Female,89,7.7,79,68,79,37.0,2,33,6.73,No,No,3,42,47,88,0,3,269,3,58,4.96,6.73
500,20,Male,82,3.3,44,73,26,75.0,2,87,9.28,No,No,3,66,65,80,0,0,219,6,70,9.06,9.28
